Study Area,Transect Name,Point Id,Date,Point Index,Direction,Canopy1,Canopy2,Canopy3,Top Layer,Height,Lower1,Lower2,Lower3,Lower4,Lower5,Lower6,Lower7,Lower8,Lower9,Lower10,Soil Surface,Thatch Indices Lower,Thatch Top Layer
SMA-11-01,TOKA,TOKA-060,5/30/2018,44,237,TODI,,,LOPEM2,86,BRDI2,COMA2,2GRAM,L,,,,,,,S,"3,4",0
SMA-11-01,TOKA,TOKA-060,5/30/2018,45,237,,,,BRDI2,40,LOPEM2,TODI,2GRAM,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,5/30/2018,46,237,,,,LOPEM2,49,GEDI,2GRAM,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-060,5/30/2018,47,237,,,,DAGL,54,GEDI,2GRAM,L,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-060,5/30/2018,48,237,,,,LOPEM2,76,VUBR,GEDI,RUUR,2GRAM,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-060,5/30/2018,49,237,,,,LOPEM2,56,RUUR,2GRAM,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-060,5/30/2018,50,237,,,,BRDI2,54,BRCA5,LOPEM2,GEDI,HYGL2,2GRAM,,,,,,S,5,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,1,97,TODI,,,AVENA,49,DAGL,GEDI,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,2,97,BAPI,,,BRDI2,12,RUUR,VIVI,DAGL,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,3,97,BAPI,,,LOCO6,16,BRDI2,RUUR,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,4,97,TODI,,,DAGL,57,VISA,BRDI2,RUUR,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,5,97,TODI,,,DAGL,87,BRDI2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,6,97,TODI,,,DAGL,81,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,7,97,TODI,,,DAGL,91,DAGL,VISA,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,8,97,TODI,,,VISA,30,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,9,97,TODI,,,BRDI2,20,VISA,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,10,97,PSME,,,BRDI2,14,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,11,97,PSME,,,DAGL,33,DAGL,,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,12,97,PSME,,,BRCA5,61,LIBI5,BRDI2,L,,,,,,,,S,,1
SMA-11-01,TOKA,TOKA-060,7/1/2021,13,97,PSME,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,14,97,PSME,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,15,97,PSME,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,16,97,PSME,,,BRDI2,25,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,17,97,PSME,,,CAPY2,27,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,18,97,PSME,,,LOPEM2,46,BRDI2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,19,97,PSME,,,LOPEM2,34,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,20,97,PSME,,,LOPEM2,30,BRDI2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,21,97,PSME,,,DAGL,60,DAGL,,,,,,,,,,S,,1
SMA-11-01,TOKA,TOKA-060,7/1/2021,22,97,PSME,,,LOPEM2,34,PLLA,HYPOC,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,23,97,,,,PLLA,15,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,24,97,,,,LOPEM2,5,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,25,97,,,,BRDI2,21,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,26,97,,,,PLLA,28,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,27,97,,,,BRCA5,48,LOPEM2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,28,97,BAPI,,,PLLA,60,BRDI2,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,29,97,,,,DAGL,25,WL,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,30,97,,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,31,97,BAPI,RUUR,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,32,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,33,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,34,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,35,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,36,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,37,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,38,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,39,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,40,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,41,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,42,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,43,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,44,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,45,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,46,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,47,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,48,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,49,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,50,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,1,237,TODI,,,BRDI2,31,VISA,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,2,237,TODI,,,DAGL,31,VISA,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,3,237,TODI,RUUR,,DAGL,26,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,4,237,,,,DAGL,32,DAGL,,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,5,237,,,,DAGL,46,VISA,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,6,237,,,,BRDI2,27,DAGL,DAGL,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,7,237,,,,DAGL,81,DAGL,,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,8,237,TODI,,,VISA,35,BRCA5,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,9,237,TODI,,,BRCA5,48,LIBI5,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,10,237,TODI,,,DAGL,13,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,11,237,,,,DAGL,11,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,12,237,,,,BRCA5,55,DAGL,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,13,237,,,,DAGL,47,DAGL,ARDO3,,,,,,,,,S,,1
SMA-11-01,TOKA,TOKA-060,7/1/2021,14,237,,,,DAGL,25,DAGL,VISA,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,15,237,RUUR,,,DAGL,56,DAGL,,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,16,237,TODI,RUUR,,BRCA5,48,BRDI2,VISA,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,17,237,RUUR,,,DAGL,71,BRDI2,DAGL,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,18,237,RUUR,,,DAGL,6,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,19,237,TODI,,,DAGL,100,VISA,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,20,237,RUUR,BAPI,,DAGL,44,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,21,237,BAPI,RUUR,,BRCA5,37,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,22,237,BAPI,RUUR,,ARDO3,21,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,23,237,BAPI,RUUR,,BRCA5,59,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,24,237,RUUR,,,DAGL,36,DAGL,,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,25,237,RUUR,,,BRCA5,71,DAGL,VUBR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,26,237,TODI,RUUR,,BRCA5,60,DAGL,LIBI5,VISA,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,27,237,RUUR,,,BRCA5,78,DAGL,GEDI,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,28,237,,,,LOPEM2,35,BRDI2,DAGL,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,29,237,,,,DAGL,66,BRCA5,BRDI2,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,30,237,TODI,RUUR,,BRCA5,90,BRDI2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,31,237,TODI,RUUR,,BRCA5,40,LOPEM2,LOCO6,BRDI2,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,32,237,BAPI,TODI,,NAPU4,88,BRCA5,BRDI2,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,33,237,BAPI,,,BRCA5,56,BRDI2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,34,237,RUUR,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,35,237,,,,BRCA5,15,BRCA5,L,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,36,237,,,,VUBR,20,BRDI2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,37,237,RUUR,,,DAGL,26,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,38,237,RUUR,,,LOPEM2,66,VISA,BRDI2,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,39,237,,,,BRCA5,67,LIBI5,BRDI2,VUBR,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,40,237,RUUR,,,BRDI2,30,DAGL,BRHO2,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,41,237,,,,BRCA5,35,LOPEM2,BRDI2,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,42,237,,,,LOPEM2,35,BRDI2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,43,237,TODI,RUUR,,DAGL,47,BRDI2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,44,237,RUUR,,,VISA,65,BRDI2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,45,237,RUUR,,,VISA,19,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,46,237,RUUR,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,47,237,RUUR,,,BRDI2,39,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,48,237,TODI,RUUR,,BRDI2,39,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,49,237,,,,BRCA5,41,BRDI2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,7/1/2021,50,237,,,,PLLA,51,BRCA5,BRDI2,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,1,97,BAPI,TODI,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,2,97,BAPI,TODI,,LOPEM2,65,COMA2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,3,97,BAPI,TODI,,VUBR,45,RUUR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,4,97,TODI,,,VUBR,55,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,5,97,,,,CIVU,60,DAGL,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,6,97,,,,BRDI2,52,VISA,TODI,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,7,97,,,,CYEC,70,LIBI5,BRDI2,TODI,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,8,97,PSME,,,CYEC,55,TODI,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,9,97,PSME,,,DAGL,30,LOCO6,BRDI2,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,10,97,PSME,,,LOPEM2,55,BRDI2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,11,97,PSME,,,LOPEM2,70,DAGL,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,12,97,PSME,,,DAGL,85,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,13,97,PSME,,,VUBR,5,VITE,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,14,97,PSME,,,NOPLANT,,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,15,97,PSME,RUUR,,NOPLANT,,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,16,97,PSME,RUUR,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,17,97,PSME,,,DAGL,15,WL,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,18,97,PSME,,,LOPEM2,95,PLLA,WL,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,19,97,PSME,,,LOPEM2,74,WL,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,20,97,,,,BRDI2,20,VUBR,LOCO6,PLLA,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,21,97,,,,BRDI2,40,BRHO2,VUBR,PLLA,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,22,97,,,,VUBR,30,VISA,BRDI2,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,23,97,,,,BRDI2,20,PLLA,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,24,97,,,,PLLA,25,BRDI2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,25,97,,,,BRDI2,13,PLLA,TRDU2,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,26,97,,,,BRDI2,17,PLLA,DAGL,,,,,,,,,EM,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,27,97,,,,BRCA5,35,DAGL,PLLA,BRDI2,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,28,97,,,,DAGL,80,PLLA,BRDI2,RUUR,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,29,97,,,,BRDI2,55,TODI,DAGL,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,30,97,BAPI,RUUR,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,31,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,32,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,33,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,34,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,35,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,36,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,37,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,38,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,39,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,40,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,41,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,42,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,43,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,44,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,45,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,46,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,47,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,48,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,49,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,50,97,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,1,237,,,,DAGL,45,TODI,RUUR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,2,237,TODI,RUUR,,DAGL,35,BRDI2,VUBR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,3,237,,,,LOPEM2,60,TODI,BRDI2,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,4,237,TODI,,,LOPEM2,82,RUUR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,5,237,TODI,,,VITE,55,DAGL,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,6,237,TODI,,,BRDI2,65,LOPEM2,DAGL,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,7,237,,,,BRCA5,70,LOPEM2,DAGL,TODI,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,8,237,TODI,,,LOPEM2,60,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,9,237,,,,SACR2,75,TODI,BRCA5,VUBR,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,10,237,,,,BRCA5,70,TODI,BRDI2,DAGL,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,11,237,,,,LOPEM2,40,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,12,237,,,,LOPEM2,30,BRHO2,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,13,237,,,,LOPEM2,50,VUBR,ARDO3,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,14,237,RUUR,,,DAGL,15,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,15,237,TODI,,,BRDI2,30,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,16,237,TODI,,,BRHO2,30,BRDI2,VUBR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,17,237,,,,BRCA5,60,BRHO2,LOPEM2,DAGL,RUUR,L,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,18,237,TODI,,,LOPEM2,65,RUUR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,19,237,,,,LOPEM2,55,DAGL,RUUR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,20,237,,,,DAGL,32,RUUR,VUBR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,21,237,BAPI,RUUR,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,22,237,BAPI,TODI,RUUR,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,23,237,BAPI,TODI,RUUR,ARDO3,105,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,24,237,RUUR,,,VUBR,30,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,25,237,,,,VUBR,35,DAGL,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,26,237,,,,LOPEM2,65,DAGL,VUBR,BRDI2,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,27,237,,,,VUBR,35,TODI,DAGL,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,28,237,TODI,RUUR,,VUBR,25,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,29,237,TODI,RUUR,,BRCA5,30,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,30,237,TODI,RUUR,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,31,237,TODI,RUUR,,NOPLANT,,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,32,237,TODI,RUUR,,NOPLANT,,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,33,237,BAPI,,,BRHO2,40,VUBR,RUUR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,34,237,RUUR,,,BRDI2,20,DAGL,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,35,237,,,,BRCA5,35,VUBR,VITE,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,36,237,TODI,,,DAGL,20,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,37,237,RUUR,,,DAGL,30,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,38,237,,,,BRCA5,50,RUUR,VUBR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,39,237,TODI,RUUR,,NOPLANT,,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,40,237,,,,DAGL,55,RUUR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,41,237,RUUR,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,42,237,RUUR,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,43,237,,,,BRHO2,65,BRDI2,VUBR,ANAR,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,44,237,,,,VUBR,35,RUUR,DAGL,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,45,237,,,,VUBR,52,RUUR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,46,237,,,,LIBI5,65,LOCO6,VUBR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,47,237,,,,BRHO2,50,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,48,237,BAPI,RUUR,,LIBI5,45,CYEC,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,49,237,BAPI,,,VUBR,40,LOPEM2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-060,6/24/2024,50,237,,,,PLLA,45,LIBI5,RUUR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-061,5/27/2016,1,44,,,,AVBA,40,BRDI2,ERODI,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-061,5/27/2016,2,44,,,,BRDI2,31,NAPU4,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-061,5/27/2016,3,44,,,,BRDI2,29,ERODI,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-061,5/27/2016,4,44,,,,BRDI2,20,ERODI,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-061,5/27/2016,5,44,,,,BRDI2,28,ANAR,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-061,5/27/2016,6,44,,,,BRDI3,37,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-061,5/27/2016,7,44,,,,BRDI2,16,LOPEM2,ERODI,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-061,5/27/2016,8,44,,,,BRDI2,9,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-061,5/27/2016,9,44,,,,BRDI2,19,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-061,5/27/2016,10,44,,,,NAPU4,50,BRDI2,ERODI,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-061,5/27/2016,11,44,,,,BRDI2,30,ERODI,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-061,5/27/2016,12,44,,,,BRDI2,23,PLLA,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-061,5/27/2016,13,44,,,,BRDI2,40,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-061,5/27/2016,14,44,,,,VISA,41,BRDI2,,,,,,,,,,S,,0
