Date,Time,Bat Volt Min Day (V),Dew Pt (°F),Latest Rain (In),Daily Rain (In),Barometric Pressure (inHg),RH (%),Temp (°F),Daily Max Temp (°F),Max Temp Time,Daily Min Temp (°F),Min Temp Time,Wind Dir (°),Wind Gust (mph),Wind Gst Dir (°),Wind Spd (mph)
7/18/20,1600,11.8,55.6,0,0,30.02,59,70.6,72.2,1505,51.8,0413,SSW | 208,12.7,SSW | 193,5.3
7/18/20,1500,11.8,56.1,0,0,30.03,60,70.8,72.1,1426,51.8,0413,SSW | 206,12,SSW | 197,4.9
7/18/20,1400,11.8,56,0,0,30.03,62,69.6,71.8,1241,51.8,0413,SSW | 197,15.2,S | 190,6.3
7/18/20,1300,11.8,56.1,0,0,30.04,62,69.5,71.8,1241,51.8,0413,SSW | 194,14.5,S | 182,6.1
7/18/20,1200,11.8,55.6,0,0,30.05,66,67.5,69.8,1154,51.8,0413,S | 189,14.3,SSE | 160,7.2
7/18/20,1100,11.8,55.3,0,0,30.04,70,65.1,67,1044,51.8,0413,SSW | 195,12.9,S | 189,6.5
7/18/20,1000,11.8,55.1,0,0,30.04,78,62.1,65.9,0959,51.8,0413,SW | 220,9.7,S | 186,3.9
7/18/20,0900,11.8,55.8,0,0,30.03,92,58,60.4,0856,51.8,0413,ESE | 109,5.1,E | 92,2.2
7/18/20,0800,11.8,54.1,0,0,30.03,98,54.6,56.2,0759,51.8,0413,E | 81,5.6,E | 100,2.9
7/18/20,0700,11.8,52.8,0,0,30.01,98,53.2,54.9,0134,51.8,0413,E | 91,5.2,ENE | 64,2.3
7/18/20,0600,11.8,52.4,0,0,29.99,98,52.9,54.9,0134,51.8,0413,E | 100,5.2,E | 89,3
7/18/20,0500,11.8,52.1,0,0,29.98,98,52.7,54.9,0134,51.8,0413,E | 96,5.8,E | 91,3.1
7/18/20,0400,12,52.4,0,0,29.98,97,53.1,54.9,0134,52.3,0400,E | 84,5.3,ESE | 103,3.6
7/18/20,0300,12,53.1,0,0,29.98,96,54,54.9,0134,53.7,0257,ESE | 102,5.9,ESE | 108,3.4
7/18/20,0200,12,53.6,0,0,29.99,96,54.7,54.9,0134,54.4,0101,S | 179,6.3,SSE | 150,2
7/18/20,0100,11.9,52.9,0,0,29.99,96,54.1,70.8,1339,53.8,0037,W | 263,4.6,SSW | 198,1.2
7/18/20,0000,11.9,53.2,0,0,30,95,54.5,70.8,1339,54.1,0000,NW | 322,2.8,N | 354,0.8
7/17/20,2300,11.9,53.6,0,0,30,95,55.1,70.8,1339,54.2,0616,S | 176,8.3,S | 172,3.9
7/17/20,2200,11.9,54,0,0,29.99,94,55.6,70.8,1339,54.2,0616,S | 175,11,S | 178,5.7
7/17/20,2100,11.9,54,0,0,29.98,91,56.6,70.8,1339,54.2,0616,S | 187,14.4,S | 177,7.9
7/17/20,2000,11.9,54.3,0,0,29.98,82,59.9,70.8,1339,54.2,0616,S | 182,19.3,S | 169,9.2
7/17/20,1900,11.9,54.8,0,0,29.97,71,64.4,70.8,1339,54.2,0616,S | 186,16.6,S | 186,7.4
7/17/20,1800,11.9,55.1,0,0,29.96,65,67.2,70.8,1339,54.2,0616,S | 187,18.5,S | 189,7.2
7/17/20,1700,11.9,55.4,0,0,29.98,63,68.6,70.8,1339,54.2,0616,S | 186,17.3,SSW | 198,9
7/17/20,1600,11.9,55.4,0,0,29.99,62,69.1,70.8,1339,54.2,0616,S | 186,19.5,S | 172,10.7
7/17/20,1500,11.9,55.4,0,0,30,63,68.7,70.8,1339,54.2,0616,S | 181,21.4,S | 189,12.3
7/17/20,1400,11.9,55.6,0,0,29.99,61,69.6,70.8,1339,54.2,0616,S | 177,21,S | 178,11.8
7/17/20,1300,11.9,55,0,0,30,63,68,70,1300,54.2,0616,S | 180,22.9,S | 174,14
7/17/20,1200,11.9,55.2,0,0,30.01,68,66,68.3,1157,54.2,0616,S | 180,20.2,S | 183,13.3
7/17/20,1100,11.9,55.2,0,0,30.01,71,64.6,65.8,1026,54.2,0616,S | 179,17.8,S | 190,10.1
7/17/20,1000,11.9,54.3,0,0,30.02,73,63.1,65.3,0959,54.2,0616,S | 182,14.3,S | 190,7.6
7/17/20,0900,11.9,53.5,0,0,30.01,78,60.5,61.4,0859,54.2,0616,S | 176,12.4,S | 182,7.3
7/17/20,0800,11.9,53,0,0,30.01,89,56.2,59.1,0800,54.2,0616,SSE | 155,10.5,S | 170,6.2
7/17/20,0700,11.9,53.3,0,0,30,96,54.5,55.2,0101,54.2,0616,SSE | 154,8.4,ESE | 118,5.2
7/17/20,0600,11.9,53.6,0,0,29.98,97,54.4,55.2,0101,54.3,0541,SSE | 159,10.3,SE | 144,4.7
7/17/20,0500,11.9,53.7,0,0,29.96,97,54.5,55.2,0101,54.3,0435,SSE | 156,8.7,SE | 136,4.8
7/17/20,0400,11.9,53.8,0,0,29.97,97,54.5,55.2,0101,54.4,0316,SSE | 158,7.7,SSE | 152,4.3
7/17/20,0300,12,54,0,0,29.97,97,54.7,55.2,0101,54.5,0300,S | 174,7,SSW | 204,3.3
7/17/20,0200,12.1,54.2,0,0,29.97,97,55.1,55.2,0101,54.9,0158,SSE | 164,5.7,SSE | 162,2.7
7/17/20,0100,11.8,54.3,0,0,29.98,96,55.4,69.3,1420,53.4,0638,SW | 230,4.6,S | 185,1.1
7/17/20,0000,11.8,54.4,0,0,29.98,95,55.7,69.3,1420,53.4,0638,S | 188,4.2,SSE | 158,1.7
7/16/20,2300,11.8,54.4,0,0,29.98,94,56.2,69.3,1420,53.4,0638,SSW | 213,4.1,SW | 231,2.3
7/16/20,2200,11.8,54.2,0,0,29.98,92,56.6,69.3,1420,53.4,0638,W | 272,4.2,W | 277,2.4
7/16/20,2100,11.8,54.2,0,0,29.96,89,57.2,69.3,1420,53.4,0638,W | 262,4.4,WNW | 283,2.1
7/16/20,2000,11.8,54.2,0,0,29.96,86,58.4,69.3,1420,53.4,0638,W | 276,6.7,WNW | 283,3.3
7/16/20,1900,11.8,54.4,0,0,29.96,80,60.5,69.3,1420,53.4,0638,W | 273,8.6,WNW | 284,5
7/16/20,1800,11.8,54.6,0,0,29.96,72,63.6,69.3,1420,53.4,0638,W | 261,10.1,SW | 236,5.4
7/16/20,1700,11.8,54.7,0,0,29.96,68,65.6,69.3,1420,53.4,0638,W | 268,12.8,W | 280,7.7
7/16/20,1600,11.8,54.7,0,0,29.96,65,66.8,69.3,1420,53.4,0638,WSW | 254,13.6,WSW | 254,8.3
7/16/20,1500,11.8,54.6,0,0,29.96,64,67.1,69.3,1420,53.4,0638,WSW | 238,13.7,SW | 228,8
7/16/20,1400,11.8,54.4,0,0,29.97,65,66.6,68.3,1306,53.4,0638,WSW | 246,13.8,WSW | 249,7.5
7/16/20,1300,11.8,54.4,0,0,29.97,65,66.3,68.2,1224,53.4,0638,SW | 236,12.4,WSW | 243,6.8
7/16/20,1200,11.8,54.2,0,0,29.97,70,64.4,67,1137,53.4,0638,SW | 217,13.7,WSW | 248,6
7/16/20,1100,11.8,54,0,0,29.97,78,60.9,62.5,1055,53.4,0638,SSW | 202,9.2,SW | 228,4.5
7/16/20,1000,11.8,53.7,0,0,29.96,85,58.3,60.8,0959,53.4,0638,SSW | 194,9.4,S | 172,4
7/16/20,0900,11.8,52.9,0,0,29.96,88,56.4,57.5,0853,53.4,0638,S | 169,7.5,S | 177,2.6
7/16/20,0800,11.8,52.1,0,0,29.95,92,54.4,55.3,0758,53.4,0638,E | 101,5.6,ENE | 69,2.9
7/16/20,0700,11.8,51.8,0,0,29.94,93,53.6,54.6,0203,53.4,0638,ESE | 102,7.9,ENE | 78,3.9
7/16/20,0600,11.8,51.9,0,0,29.93,93,53.7,54.6,0203,53.6,0556,SE | 126,6.3,SE | 129,2.8
7/16/20,0500,11.8,52,0,0,29.92,93,54,54.6,0203,53.7,0451,ESE | 111,6,ESE | 107,2.1
7/16/20,0400,11.9,52.2,0,0,29.92,93,54.2,54.6,0203,54,0328,ENE | 73,3.3,SE | 145,1.4
7/16/20,0300,11.9,52.4,0,0,29.93,93,54.4,54.6,0203,54.2,0112,E | 94,2.6,E | 101,1.1
7/16/20,0200,11.9,52.5,0,0,29.94,93,54.4,54.5,0200,54.2,0112,SSE | 149,4,S | 181,1.5
7/16/20,0100,11.8,52.6,0,0,29.94,94,54.3,70.3,1448,54.1,2237,SSE | 158,5.2,S | 172,2.2
7/16/20,0000,11.8,52.7,0,0,29.95,94,54.3,70.3,1448,54.1,2237,S | 176,5.8,SSE | 163,3.1
7/15/20,2300,11.8,52.6,0,0,29.95,94,54.2,70.3,1448,54.1,2237,S | 179,7.8,SSE | 161,3.4
7/15/20,2200,11.8,52.4,0,0,29.96,93,54.4,70.3,1448,54.3,2114,SSW | 194,8.2,S | 176,2.9
7/15/20,2100,11.8,52.4,0,0,29.95,89,55.4,70.3,1448,54.7,2058,SSW | 196,9.4,SW | 219,4.4
7/15/20,2000,11.8,52.6,0,0,29.94,79,59.1,70.3,1448,55,0529,SSW | 192,10.3,SSW | 201,5.3
7/15/20,1900,11.8,53.1,0,0,29.94,70,62.8,70.3,1448,55,0529,SSW | 196,11.8,S | 186,4.9
7/15/20,1800,11.8,53.3,0,0,29.94,66,65,70.3,1448,55,0529,SSW | 199,12.2,S | 191,6.1
7/15/20,1700,11.8,53.6,0,0,29.94,62,67.2,70.3,1448,55,0529,SSW | 205,13.5,S | 172,7
7/15/20,1600,11.8,53.5,0,0,29.95,60,68,70.3,1448,55,0529,SSW | 209,16,SSW | 203,6.9
7/15/20,1500,11.8,53.5,0,0,29.96,59,68.2,70.3,1448,55,0529,SSW | 192,16.2,S | 188,7
7/15/20,1400,11.8,53.4,0,0,29.97,63,66.4,67.9,1324,55,0529,S | 183,17.6,S | 186,9.1
7/15/20,1300,11.8,53.6,0,0,29.97,66,65.3,66.3,1243,55,0529,S | 185,16.8,SSE | 163,8.9
7/15/20,1200,11.8,53.6,0,0,29.97,72,62.8,65.8,1005,55,0529,S | 183,23.7,S | 179,13.3
7/15/20,1100,11.8,53.8,0,0,29.96,70,63.8,65.8,1005,55,0529,S | 177,17.9,SSE | 152,11.2
7/15/20,1000,11.8,53.4,0,0,29.96,69,63.6,65.2,0958,55,0529,S | 178,14.4,S | 190,8.2
7/15/20,0900,11.8,52.8,0,0,29.96,72,61.9,63.8,0855,55,0529,S | 179,9.7,SSE | 160,4.8
7/15/20,0800,11.8,52.4,0,0,29.96,84,57.3,59.1,0759,55,0529,SSE | 162,9.8,S | 173,4.7
7/15/20,0700,11.8,52.4,0,0,29.96,89,55.6,56,0655,55,0529,S | 173,7.2,SSE | 151,3.2
7/15/20,0600,11.8,52.5,0,0,29.96,90,55.2,55.5,0134,55,0529,SSE | 162,9.9,SE | 143,4.5
7/15/20,0500,11.9,52.8,0,0,29.95,91,55.3,55.5,0134,55.2,0335,SSE | 165,7.4,S | 170,3.1
7/15/20,0400,11.9,53,0,0,29.95,92,55.2,55.5,0134,55.2,0335,S | 172,7.3,S | 177,3.7
7/15/20,0300,11.9,52.8,0,0,29.95,91,55.2,55.5,0134,55.2,0206,S | 174,7.9,S | 186,3.9
7/15/20,0200,11.9,52.7,0,0,29.96,90,55.4,55.5,0134,55.2,0200,SSE | 152,3.6,S | 179,1.5
7/15/20,0100,11.7,52.8,0,0,29.97,91,55.4,68.6,1414,53.1,0542,S | 174,5,S | 173,2.5
7/15/20,0000,11.7,53,0,0,29.98,92,55.4,68.6,1414,53.1,0542,S | 171,5.8,S | 172,3.4
7/14/20,2300,11.7,53.2,0,0,29.97,92,55.4,68.6,1414,53.1,0542,SSE | 166,9,S | 173,4
7/14/20,2200,11.7,53.1,0,0,29.98,92,55.2,68.6,1414,53.1,0542,SSE | 166,8.5,S | 181,5
7/14/20,2100,11.7,53,0,0,29.97,90,55.8,68.6,1414,53.1,0542,S | 171,11.9,SW | 232,5.7
7/14/20,2000,11.7,52.8,0,0,29.96,86,57.2,68.6,1414,53.1,0542,S | 180,13.9,S | 172,6.9
7/14/20,1900,11.7,52.7,0,0,29.97,79,59.3,68.6,1414,53.1,0542,S | 184,12.9,SSE | 168,6.6
7/14/20,1800,11.7,52.6,0,0,29.97,72,61.6,68.6,1414,53.1,0542,S | 185,15.4,S | 184,8.1
7/14/20,1700,11.7,52.6,0,0,29.98,70,62.7,68.6,1414,53.1,0542,S | 187,16.5,S | 180,8.5
7/14/20,1600,11.7,52.8,0,0,29.99,68,63.6,68.6,1414,53.1,0542,SSW | 192,15.4,S | 171,7
7/14/20,1500,11.7,52.9,0,0,30,65,64.8,68.6,1414,53.1,0542,S | 191,16.9,SSE | 168,7.9
7/14/20,1400,11.7,52.6,0,0,30,62,66,67.6,1237,53.1,0542,SSW | 193,16.6,SSE | 167,8.2
7/14/20,1300,11.7,52.3,0,0,30,61,66.2,67.6,1237,53.1,0542,SSW | 192,19,SSE | 168,7.9
7/14/20,1200,11.7,52.1,0,0,30,63,64.8,66.9,1143,53.1,0542,S | 183,15.8,S | 172,8.7
7/14/20,1100,11.7,51.4,0,0,30,71,60.8,64.7,1058,53.1,0542,S | 178,16.4,S | 175,8.2
7/14/20,1000,11.7,50.7,0,0,30,80,56.6,58.1,1000,53.1,0542,S | 172,14.4,S | 183,8.1
7/14/20,0900,11.7,50.4,0,0,30,84,55.1,55.7,0859,53.1,0542,S | 174,12.6,SSW | 200,7.4
7/14/20,0800,11.7,50.4,0,0,29.98,87,54.1,55.2,0759,53.1,0542,SSE | 160,10.4,SE | 146,5.3
7/14/20,0700,11.7,50.2,0,0,29.97,89,53.2,54.2,0108,53.1,0542,SSE | 165,8.8,SSE | 151,5.4
7/14/20,0600,11.7,50.2,0,0,29.96,89,53.2,54.2,0108,53.1,0542,S | 178,8.4,S | 185,3.9
7/14/20,0500,11.7,50.3,0,0,29.95,89,53.4,54.2,0108,53.3,0453,S | 172,7.7,SW | 219,4
7/14/20,0400,11.7,50.3,0,0,29.95,88,53.6,54.2,0108,53.5,0348,SSE | 164,8.1,S | 174,4.7
7/14/20,0300,11.8,50.3,0,0,29.95,88,53.7,54.2,0108,53.6,0257,S | 174,9.6,SSE | 164,4
7/14/20,0200,11.9,50.7,0,0,29.96,89,53.9,54.2,0108,53.8,0140,S | 181,8.3,S | 178,3.8
7/14/20,0100,11.7,51,0,0,29.97,89,54.2,61.8,1416,52.8,0553,S | 182,6.2,SSW | 192,2.8
7/14/20,0000,11.7,51,0,0,29.97,89,54.2,61.8,1416,52.8,0553,SE | 132,3.7,SE | 137,1.5
7/13/20,2300,11.7,51,0,0,29.98,89,54,61.8,1416,52.8,0553,WSW | 252,4.5,SW | 219,1.3
7/13/20,2200,11.7,51.1,0,0,29.97,90,54,61.8,1416,52.8,0553,WNW | 293,4.7,S | 179,1.2
7/13/20,2100,11.7,51,0,0,29.96,89,54.1,61.8,1416,52.8,0553,NW | 305,5.5,NW | 306,2.1
7/13/20,2000,11.7,51,0,0,29.96,88,54.5,61.8,1416,52.8,0553,WNW | 290,7.8,N | 350,2.8
7/13/20,1900,11.7,51,0,0,29.96,85,55.5,61.8,1416,52.8,0553,W | 269,8.5,WNW | 283,4.9
7/13/20,1800,11.7,51.2,0,0,29.96,81,56.8,61.8,1416,52.8,0553,W | 269,8.2,W | 265,5.4
7/13/20,1700,11.7,51.4,0,0,29.96,77,58.5,61.8,1416,52.8,0553,WSW | 252,9.7,W | 277,5.7
7/13/20,1600,11.7,51.7,0,0,29.97,75,59.6,61.8,1416,52.8,0553,W | 262,11.1,W | 263,6.2
7/13/20,1500,11.7,51.8,0,0,29.98,74,60.1,61.8,1416,52.8,0553,W | 269,11.6,W | 259,6.8
7/13/20,1400,11.7,52.2,0,0,29.98,74,60.5,61.4,1337,52.8,0553,W | 264,9.7,WSW | 248,6.2
7/13/20,1300,11.7,52.1,0,0,29.98,77,59.2,60.6,1055,52.8,0553,W | 266,10,WSW | 248,5.9
7/13/20,1200,11.7,52.3,0,0,29.98,78,59.3,60.6,1055,52.8,0553,W | 268,10.5,W | 278,6.3
7/13/20,1100,11.7,52.5,0,0,29.97,78,59.4,60.6,1055,52.8,0553,W | 259,8.2,WSW | 257,5
7/13/20,1000,11.7,52.4,0,0,29.96,86,56.6,57.4,0959,52.8,0553,WSW | 247,7.5,WSW | 242,3.8
7/13/20,0900,11.7,53.2,0,0,29.95,92,55.5,55.9,0838,52.8,0553,WNW | 290,6.2,W | 277,3.3
7/13/20,0800,11.7,53.1,0,0,29.95,96,54,55.2,0800,52.8,0553,NNW | 339,7.8,N | 354,3
7/13/20,0700,11.7,52.4,0,0,29.94,98,53,54.4,0101,52.8,0553,NNW | 343,6.2,NNE | 21,3.9
7/13/20,0600,11.8,52.4,0,0,29.93,98,53,54.4,0101,52.8,0553,NNW | 336,6.5,NNW | 334,3.5
7/13/20,0500,11.8,52.4,0,0,29.92,98,53,54.4,0101,52.9,0340,NNW | 337,5.3,NNW | 345,2.3
7/13/20,0400,11.8,52.4,0,0,29.92,98,53,54.4,0101,52.9,0340,NNW | 342,7.2,NNW | 346,3.5
7/13/20,0300,11.8,52.6,0,0,29.92,97,53.5,54.4,0101,53.2,0255,NNW | 337,6.3,NNW | 339,4
7/13/20,0200,11.8,52.7,0,0,29.93,95,54,54.4,0101,53.7,0155,NNW | 344,9.2,N | 0,4.3
7/13/20,0100,11.8,52.8,0,0,29.94,93,54.7,72.1,1439,49.8,0413,NNW | 343,8,NNW | 330,4.5
7/13/20,0000,11.8,52.1,0,0,29.94,90,54.8,72.1,1439,49.8,0413,N | 356,10.6,N | 5,5.5
7/12/20,2300,11.8,52,0,0,29.94,87,55.9,72.1,1439,49.8,0413,NNW | 343,11.6,NNW | 345,6.3
7/12/20,2200,11.8,51.7,0,0,29.94,83,56.7,72.1,1439,49.8,0413,N | 349,10.3,NNW | 343,5.2
7/12/20,2100,11.8,51.5,0,0,29.92,77,58.7,72.1,1439,49.8,0413,NNW | 338,11,N | 352,5
7/12/20,2000,11.8,52.1,0,0,29.93,69,62.2,72.1,1439,49.8,0413,NW | 315,10.6,NNW | 328,6.2
7/12/20,1900,11.8,52,0,0,29.94,64,64.6,72.1,1439,49.8,0413,NW | 305,11.5,WNW | 292,7.7
7/12/20,1800,11.8,51.3,0,0,29.94,58,66.8,72.1,1439,49.8,0413,NW | 307,12,WNW | 298,8
7/12/20,1700,11.8,51.9,0,0,29.95,54,69.2,72.1,1439,49.8,0413,NW | 317,10.4,NW | 313,7
7/12/20,1600,11.8,52.4,0,0,29.95,53,70.1,72.1,1439,49.8,0413,NW | 313,11.3,NW | 319,6.6
7/12/20,1500,11.8,52.6,0,0,29.96,53,70.4,72.1,1439,49.8,0413,W | 278,11.2,W | 274,6.1
7/12/20,1400,11.8,52.1,0,0,29.97,55,69,70.3,1251,49.8,0413,W | 266,10.6,W | 261,7.5
7/12/20,1300,11.8,52.1,0,0,29.97,57,68.1,70.3,1251,49.8,0413,WSW | 245,10.9,SW | 231,6.9
7/12/20,1200,11.8,52,0,0,29.98,62,65.2,67.3,1200,49.8,0413,SW | 236,10.3,WSW | 250,7
7/12/20,1100,11.8,52.1,0,0,29.99,66,63.8,64.6,1033,49.8,0413,SW | 232,10.1,SSW | 212,6.1
7/12/20,1000,11.8,52.8,0,0,29.99,73,61.4,63.3,0940,49.8,0413,WSW | 243,6.2,WSW | 252,3.8
7/12/20,0900,11.8,52.4,0,0,30,85,57,59.2,0859,49.8,0413,WSW | 251,5.8,WSW | 249,2.4
7/12/20,0800,11.8,51.6,0,0,30,89,54.8,55.9,0759,49.8,0413,NW | 314,2.7,NW | 314,1.2
7/12/20,0700,11.8,49.7,0,0,30,95,51,52.8,0700,49.8,0413,ENE | 73,3,E | 91,0.8
7/12/20,0600,11.8,49.1,0,0,30,95,50.4,51,0110,49.8,0413,W | 262,1.2,SSW | 202,0.1
7/12/20,0500,11.8,48.8,0,0,29.99,95,50.1,51,0110,49.8,0413,E | 94,2.6,E | 95,0.9
7/12/20,0400,11.8,48.8,0,0,29.99,94,50.4,51,0110,50.2,0328,NNW | 344,3.9,NNW | 329,1.2
7/12/20,0300,11.8,48.8,0,0,30,94,50.6,51,0110,50.3,0228,NNW | 345,3.6,NNW | 338,2
7/12/20,0200,11.8,48.8,0,0,30.01,93,50.8,51,0110,50.6,0123,N | 351,5,NNW | 336,2.2
7/12/20,0100,11.9,49.2,0,0,30.02,92,51.5,72.5,1446,49.9,0526,NNW | 330,4.6,NW | 316,1.9
7/12/20,0000,11.9,49.3,0,0,30.03,91,51.8,72.5,1446,49.9,0526,NNW | 347,4,NNW | 345,1.6
7/11/20,2300,11.9,49.5,0,0,30.04,90,52.4,72.5,1446,49.9,0526,N | 351,5.7,N | 5,2.9
7/11/20,2200,11.9,49.6,0,0,30.04,88,53.1,72.5,1446,49.9,0526,N | 354,6.3,NNW | 344,3.3
7/11/20,2100,11.9,50,0,0,30.04,80,56.1,72.5,1446,49.9,0526,NNW | 338,7,NNW | 338,4.3
7/11/20,2000,11.9,51.1,0,0,30.04,68,62,72.5,1446,49.9,0526,NW | 319,9.1,NNW | 337,5.2
7/11/20,1900,11.9,51.8,0,0,30.04,61,65.4,72.5,1446,49.9,0526,NW | 312,9.4,WNW | 301,5.9
7/11/20,1800,11.9,52.2,0,0,30.04,60,66.4,72.5,1446,49.9,0526,NW | 308,11.2,NW | 306,7.5
7/11/20,1700,11.9,52.5,0,0,30.06,57,68.2,72.5,1446,49.9,0526,NW | 315,11.3,NW | 309,7.9
7/11/20,1600,11.9,53.4,0,0,30.06,56,69.7,72.5,1446,49.9,0526,NNW | 329,12.5,NNW | 331,7.6
7/11/20,1500,11.9,53.7,0,0,30.07,56,70.3,72.5,1446,49.9,0526,W | 265,10.4,SW | 225,6.7
7/11/20,1400,11.9,53.4,0,0,30.08,58,68.9,70.5,1353,49.9,0526,W | 270,10.3,W | 262,6.4
7/11/20,1300,11.9,53.2,0,0,30.09,59,68,70.2,1254,49.9,0526,W | 276,11.3,W | 280,6.8
7/11/20,1200,11.9,52.8,0,0,30.08,61,66.7,67.8,1134,49.9,0526,WSW | 254,10,WSW | 255,6.7
7/11/20,1100,11.9,52.6,0,0,30.08,65,64.8,66.4,1048,49.9,0526,W | 266,9.3,W | 263,5.8
7/11/20,1000,11.9,52.9,0,0,30.07,74,61.4,63.8,0957,49.9,0526,WSW | 245,7.9,WSW | 239,4.7
7/11/20,0900,11.9,53,0,0,30.06,84,57.7,59.3,0856,49.9,0526,WSW | 239,5.4,WSW | 244,2
7/11/20,0800,11.9,52,0,0,30.05,89,55.2,57.6,0754,49.9,0526,NW | 318,3.4,NNW | 331,1.1
7/11/20,0700,11.9,49.6,0,0,30.04,96,50.9,52.9,0657,49.9,0526,E | 82,2.4,ENE | 76,0.8
7/11/20,0600,11.9,49.2,0,0,30.04,96,50.3,51.7,0156,49.9,0526,NNE | 13,1.9,NE | 34,0.3
7/11/20,0500,11.9,49.7,0,0,30.02,96,50.8,51.7,0156,50.3,0346,ESE | 115,2.3,ESE | 113,0.3
7/11/20,0400,11.9,49.5,0,0,30.01,95,50.8,51.7,0156,50.3,0346,SE | 145,1.8,S | 172,0.5
7/11/20,0300,12,49.8,0,0,30.01,95,51.2,51.7,0156,50.9,0139,NNW | 343,3.8,N | 2,1.4
7/11/20,0200,12,49.7,0,0,30.02,94,51.3,51.7,0156,50.9,0139,NE | 50,2.6,ESE | 103,0.9
7/11/20,0100,11.9,50,0,0,30.03,94,51.7,71.3,1655,47.2,0551,N | 356,3.7,N | 354,1.2
7/11/20,0000,11.9,49.9,0,0,30.03,93,51.9,71.3,1655,47.2,0551,N | 355,7.3,NNW | 341,3.2
7/10/20,2300,11.9,50.3,0,0,30.04,92,52.4,71.3,1655,47.2,0551,NNW | 345,6.6,NNW | 348,3
7/10/20,2200,11.9,50.2,0,0,30.04,91,52.9,71.3,1655,47.2,0551,NNW | 348,8,N | 0,4.9
7/10/20,2100,11.9,50.7,0,0,30.03,86,54.9,71.3,1655,47.2,0551,N | 349,8.4,N | 354,5
7/10/20,2000,11.9,51.8,0,0,30.04,75,59.6,71.3,1655,47.2,0551,NNW | 337,8.6,NNW | 346,4.9
7/10/20,1900,11.9,52.6,0,0,30.05,70,62.5,71.3,1655,47.2,0551,NW | 325,8.3,N | 0,4.4
7/10/20,1800,11.9,53,0,0,30.05,63,66.2,71.3,1655,47.2,0551,WSW | 258,10.8,SW | 231,6.1
7/10/20,1700,11.9,53.4,0,0,30.06,56,69.7,71.3,1655,47.2,0551,WSW | 244,10.4,WSW | 243,6.7
7/10/20,1600,11.9,53.2,0,0,30.07,59,67.8,70,1449,47.2,0551,WSW | 238,11.2,WSW | 246,6.9
7/10/20,1500,11.9,52.9,0,0,30.07,61,66.8,70,1449,47.2,0551,W | 262,11.2,WSW | 258,6.6
7/10/20,1400,11.9,52.7,0,0,30.08,65,65,68.9,1348,47.2,0551,WNW | 301,11.4,NW | 322,6.3
7/10/20,1300,11.9,52.7,0,0,30.08,66,64.4,66.8,1029,47.2,0551,W | 278,12.2,WSW | 240,7.1
7/10/20,1200,11.9,52.3,0,0,30.07,66,64.1,66.8,1029,47.2,0551,WSW | 241,10.8,SW | 221,7.3
7/10/20,1100,11.9,52.4,0,0,30.06,67,63.7,66.8,1029,47.2,0551,WSW | 251,11,SW | 231,6.1
7/10/20,1000,11.9,51.8,0,0,30.06,86,56,59.9,1000,47.2,0551,W | 278,6.6,WSW | 256,3.4
7/10/20,0900,11.9,52.4,0,0,30.07,92,54.6,56.2,0835,47.2,0551,SW | 221,7.2,WSW | 243,3.4
7/10/20,0800,11.9,50.6,0,0,30.06,97,51.5,52.7,0757,47.2,0551,SSW | 204,4.6,N | 0,2.1
7/10/20,0700,11.9,47,0,0,30.04,98,47.7,52.6,0101,47.2,0551,N | 353,5.5,N | 1,2.9
7/10/20,0600,11.9,47,0,0,30.02,97,47.7,52.6,0101,47.2,0551,NNW | 346,5.5,NNW | 345,3.2
7/10/20,0500,11.9,47.7,0,0,30.02,97,48.5,52.6,0101,48.2,0500,NNW | 346,6.3,NNW | 340,3.2
7/10/20,0400,11.9,48,0,0,30.01,96,49.1,52.6,0101,48.7,0356,N | 350,6.9,N | 350,2.6
7/10/20,0300,11.9,48.3,0,0,30.01,94,49.8,52.6,0101,49.3,0248,N | 351,4.9,N | 354,2.6
7/10/20,0200,12,48.9,0,0,30.01,91,51.4,52.6,0101,50.4,0156,N | 350,5.6,N | 351,2.9
7/10/20,0100,12,49.5,0,0,30,88,53.1,68.3,1455,51.6,0611,N | 349,3.6,NNW | 334,1.1
7/10/20,0000,12,49.6,0,0,30,86,53.6,68.3,1455,51.6,0611,N | 9,2.9,NW | 312,1.3
7/9/20,2300,12,49.7,0,0,30,86,54,68.3,1455,51.6,0611,S | 170,3.1,S | 185,0.9
7/9/20,2200,12,49.3,0,0,30,86,53.3,68.3,1455,51.6,0611,N | 357,5,NNW | 340,2.1
7/9/20,2100,12,49.6,0,0,29.98,80,55.6,68.3,1455,51.6,0611,NW | 306,8,NW | 311,3.5
7/9/20,2000,12,50.6,0,0,29.97,70,60.2,68.3,1455,51.6,0611,NW | 313,10.1,NW | 308,5.2
7/9/20,1900,12,51.1,0,0,29.97,65,62.8,68.3,1455,51.6,0611,NW | 318,12.4,NW | 311,7.5
7/9/20,1800,12,52.1,0,0,29.97,63,64.9,68.3,1455,51.6,0611,NW | 314,12.4,NW | 315,8.1
7/9/20,1700,12,52.7,0,0,29.97,63,65.5,68.3,1455,51.6,0611,NW | 308,13.5,NW | 315,8.8
7/9/20,1600,12,53,0,0,29.97,62,66.5,68.3,1455,51.6,0611,NW | 313,11.6,NW | 312,7.8
7/9/20,1500,12,53,0,0,29.98,61,67,68.3,1455,51.6,0611,W | 273,11.7,WSW | 252,7.7
