"Study Area","Transect Name","Point Id","Event Date","Vegetation Type","USDA Code","Percent Cover","Height"
SMA-11-01,TOKA,TOKA-060,2018-05-30,shrubs,DIAUA,2,75
SMA-11-01,TOKA,TOKA-060,2018-05-30,shrubs,ERST9,1,75
SMA-11-01,TOKA,TOKA-060,2018-05-30,grassesAndForbs,FOVU,,
SMA-11-01,TOKA,TOKA-060,2018-05-30,shrubs,FRCA12,1,25
SMA-11-01,TOKA,TOKA-060,2018-05-30,grassesAndForbs,GAAP2,,
SMA-11-01,TOKA,TOKA-060,2018-05-30,grassesAndForbs,NAPU4,,
SMA-11-01,TOKA,TOKA-060,2018-05-30,grassesAndForbs,PIEC,,
SMA-11-01,TOKA,TOKA-060,2018-05-30,grassesAndForbs,PLLA,,
SMA-11-01,TOKA,TOKA-060,2018-05-30,grassesAndForbs,PSEUD43,,
SMA-11-01,TOKA,TOKA-060,2018-05-30,trees,PSME,3,13
SMA-11-01,TOKA,TOKA-060,2018-05-30,shrubs,RUUR,3,50
SMA-11-01,TOKA,TOKA-060,2018-05-30,grassesAndForbs,SCCA2,,
SMA-11-01,TOKA,TOKA-060,2018-05-30,grassesAndForbs,SIBE,,
SMA-11-01,TOKA,TOKA-060,2018-05-30,grassesAndForbs,SIMA3,,
SMA-11-01,TOKA,TOKA-060,2018-05-30,grassesAndForbs,SOOL,,
SMA-11-01,TOKA,TOKA-060,2018-05-30,grassesAndForbs,SOUM,,
SMA-11-01,TOKA,TOKA-060,2018-05-30,shrubs,TODI,6,75
SMA-11-01,TOKA,TOKA-060,2018-05-30,grassesAndForbs,TRAN6,,
SMA-11-01,TOKA,TOKA-060,2018-05-30,trees,UMCA,1,6
SMA-11-01,TOKA,TOKA-060,2021-07-01,shrubs,ARCA11,1,75
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,AVENA,,
SMA-11-01,TOKA,TOKA-060,2021-07-01,shrubs,BAPI,25,125
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,BETR,,
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,CIVU,,
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,COAR4,,
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,COMA2,,
SMA-11-01,TOKA,TOKA-060,2021-07-01,shrubs,DIAU,2,45
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,FOVU,,
SMA-11-01,TOKA,TOKA-060,2021-07-01,shrubs,FRCA12,1,30
SMA-11-01,TOKA,TOKA-060,2021-07-01,shrubs,HODI,1,150
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,MASA,,
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,PIEC,,
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,PSEUD43,,
SMA-11-01,TOKA,TOKA-060,2021-07-01,trees,PSME,5,16
SMA-11-01,TOKA,TOKA-060,2021-07-01,shrubs,RUUR,6,45
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,SONCH,,
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,SOUM,,
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,SYCH4,,
SMA-11-01,TOKA,TOKA-060,2021-07-01,shrubs,TODI,10,60
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,TRAN6,,
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,TRDU2,,
SMA-11-01,TOKA,TOKA-060,2021-07-01,trees,UMCA,1,6
SMA-11-01,TOKA,TOKA-060,2021-07-01,grassesAndForbs,VIVI,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,AVBA,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,shrubs,BAPI,40,300
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,BRDI3,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,CAPU18,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,CAPY2,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,CETE9,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,shrubs,CETH,3,400
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,CRVET,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,DIAU,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,FOVU,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,GALIU,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,GEDI,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,shrubs,HODI,1,30
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,HYRA3,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,LIBI5,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,MAFA3,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,MASA,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,PIEC,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,shrubs,PSME,3,400
SMA-11-01,TOKA,TOKA-060,2024-06-24,trees,PSME,5,14
SMA-11-01,TOKA,TOKA-060,2024-06-24,shrubs,QUAG,1,400
SMA-11-01,TOKA,TOKA-060,2024-06-24,shrubs,RUUR,5,50
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,SCCA2,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,SOAS,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,STBU,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,SYCH4,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,shrubs,TODI,40,250
SMA-11-01,TOKA,TOKA-060,2024-06-24,trees,UMCA,1,6
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,VELA,,
SMA-11-01,TOKA,TOKA-060,2024-06-24,grassesAndForbs,VIVI,,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,ACMI2,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,ANAR,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,shrubs,ARCA11,3,
SMA-11-01,TOKA,TOKA-061,2016-05-27,shrubs,BAPI,45,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,BETR,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,BRCA5,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,BRMI2,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,CAPY2,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,CEME2,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,CIVU,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,CLARK,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,CREPI,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,shrubs,DIAU,2,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,DIFU2,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,ERIOG,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,LOGA2,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,PIEC,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,PSCA13,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,shrubs,RUUR,10,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,SACR2,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,SCCA2,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,STACH,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,SYMO,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,shrubs,TODI,10,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,TRDU2,0,
SMA-11-01,TOKA,TOKA-061,2016-05-27,grassesAndForbs,TRLA16,0,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,ACMI2,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,shrubs,ARCA11,3,50
SMA-11-01,TOKA,TOKA-061,2018-04-25,shrubs,BAPI,35,150
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,BRCA5,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,BRCA6,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,CAPU18,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,CEME2,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,DACA3,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,shrubs,DIAU,3,100
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,DICA14,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,ERLA5,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,ESCA2,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,shrubs,FRCA12,1,50
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,FRVE,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,HYGL2,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,JUPA2,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,LOHU2,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,MEIM,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,MEPU,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,MIBI,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,NALE2,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,PERID,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,PLER3,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,PSEUD43,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,trees,PSME,2,8
SMA-11-01,TOKA,TOKA-061,2018-04-25,shrubs,RUUR,5,50
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,SCCA2,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,STRIQ2,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,shrubs,TODI,2,100
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,TRDU2,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,TRHI4,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,VISA,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,VIVI,,
SMA-11-01,TOKA,TOKA-061,2018-04-25,grassesAndForbs,VUBR,,
SMA-11-01,TOKA,TOKA-061,2021-06-04,grassesAndForbs,ACMI2,,
SMA-11-01,TOKA,TOKA-061,2021-06-04,shrubs,ARCA11,1,50
SMA-11-01,TOKA,TOKA-061,2021-06-04,shrubs,BAPI,60,100
SMA-11-01,TOKA,TOKA-061,2021-06-04,shrubs,DIAU,1,100
SMA-11-01,TOKA,TOKA-061,2021-06-04,shrubs,FRCA12,1,50
SMA-11-01,TOKA,TOKA-061,2021-06-04,grassesAndForbs,LOCO6,,
SMA-11-01,TOKA,TOKA-061,2021-06-04,grassesAndForbs,PAVI3,,
SMA-11-01,TOKA,TOKA-061,2021-06-04,grassesAndForbs,PLER3,,
SMA-11-01,TOKA,TOKA-061,2021-06-04,trees,PSME,3,6
SMA-11-01,TOKA,TOKA-061,2021-06-04,shrubs,RUUR,1,25
SMA-11-01,TOKA,TOKA-061,2021-06-04,shrubs,TODI,1,100
SMA-11-01,TOKA,TOKA-061,2023-07-05,grassesAndForbs,ACMI2,,
SMA-11-01,TOKA,TOKA-061,2023-07-05,shrubs,ARCA11,2,70
SMA-11-01,TOKA,TOKA-061,2023-07-05,shrubs,BAPI,25,70
SMA-11-01,TOKA,TOKA-061,2023-07-05,grassesAndForbs,COMA2,,
SMA-11-01,TOKA,TOKA-061,2023-07-05,shrubs,DIAU,1,30
SMA-11-01,TOKA,TOKA-061,2023-07-05,grassesAndForbs,DICA14,,
SMA-11-01,TOKA,TOKA-061,2023-07-05,grassesAndForbs,DISA9,,
SMA-11-01,TOKA,TOKA-061,2023-07-05,grassesAndForbs,ERLA5,,
SMA-11-01,TOKA,TOKA-061,2023-07-05,grassesAndForbs,ESCA2,,
SMA-11-01,TOKA,TOKA-061,2023-07-05,shrubs,FRCA12,1,60
SMA-11-01,TOKA,TOKA-061,2023-07-05,grassesAndForbs,HYGL2,,
SMA-11-01,TOKA,TOKA-061,2023-07-05,grassesAndForbs,MOVI2,,
SMA-11-01,TOKA,TOKA-061,2023-07-05,grassesAndForbs,PLER3,,
SMA-11-01,TOKA,TOKA-061,2023-07-05,shrubs,RUUR,25,30
SMA-11-01,TOKA,TOKA-061,2023-07-05,grassesAndForbs,SCCA2,,
SMA-11-01,TOKA,TOKA-061,2023-07-05,grassesAndForbs,SONCH,,
SMA-11-01,TOKA,TOKA-061,2023-07-05,shrubs,TODI,5,40
SMA-11-01,TOKA,TOKA-061,2023-07-05,grassesAndForbs,VELA,,
SMA-11-01,TOKA,TOKA-061,2023-07-05,grassesAndForbs,VIVI,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,JUNCU,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,shrubs,ARCA11,3,50
SMA-11-01,TOKA,TOKA-061,2024-06-27,shrubs,BAPI,40,50
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,BETR,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,CAPU18,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,CAPY2,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,COMA2,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,shrubs,DIAU,5,50
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,DIFU2,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,ERLA5,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,ESCA2,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,HYRA3,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,MASA,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,POGLG4,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,shrubs,RUUR,5,30
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,SACR2,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,SIBE,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,SYCH4,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,shrubs,TODI,8,60
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,TONO,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,TRAN6,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,TRLA16,,
SMA-11-01,TOKA,TOKA-061,2024-06-27,grassesAndForbs,VISA,,
SMA-11-01,TOKA,TOKA-064,2016-06-27,grassesAndForbs,ACMI2,0,
SMA-11-01,TOKA,TOKA-064,2016-06-27,shrubs,ALRU2,3,
SMA-11-01,TOKA,TOKA-064,2016-06-27,shrubs,BAPI,5,
SMA-11-01,TOKA,TOKA-064,2016-06-27,shrubs,CETH,1,
SMA-11-01,TOKA,TOKA-064,2016-06-27,grassesAndForbs,CIVU,0,
SMA-11-01,TOKA,TOKA-064,2016-06-27,grassesAndForbs,COMA2,0,
SMA-11-01,TOKA,TOKA-064,2016-06-27,grassesAndForbs,CYEC,0,
SMA-11-01,TOKA,TOKA-064,2016-06-27,grassesAndForbs,DAGL,0,
SMA-11-01,TOKA,TOKA-064,2016-06-27,grassesAndForbs,HEMA80,0,
SMA-11-01,TOKA,TOKA-064,2016-06-27,grassesAndForbs,HOLA,0,
SMA-11-01,TOKA,TOKA-064,2016-06-27,grassesAndForbs,MAFA3,0,
SMA-11-01,TOKA,TOKA-064,2016-06-27,grassesAndForbs,PSCA13,0,
SMA-11-01,TOKA,TOKA-064,2016-06-27,trees,PSME,2,
SMA-11-01,TOKA,TOKA-064,2016-06-27,grassesAndForbs,PTAQ,0,
SMA-11-01,TOKA,TOKA-064,2016-06-27,trees,QUAG,3,
SMA-11-01,TOKA,TOKA-064,2016-06-27,grassesAndForbs,RUAC3,0,
SMA-11-01,TOKA,TOKA-064,2016-06-27,shrubs,RUUR,8,
SMA-11-01,TOKA,TOKA-064,2016-06-27,grassesAndForbs,SABI2,0,
SMA-11-01,TOKA,TOKA-064,2016-06-27,shrubs,SARA2,4,
SMA-11-01,TOKA,TOKA-064,2016-06-27,grassesAndForbs,SCCA2,0,
SMA-11-01,TOKA,TOKA-064,2016-06-27,grassesAndForbs,STACH,0,
SMA-11-01,TOKA,TOKA-064,2016-06-27,shrubs,TODI,50,
SMA-11-01,TOKA,TOKA-064,2016-06-27,shrubs,UMCA,4,
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,ACMI2,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,AGGR,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,trees,ALRU2,4,15
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,ARDO3,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,trees,ARME,2,15
SMA-11-01,TOKA,TOKA-064,2018-05-30,shrubs,BAPI,3,150
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,BRCA5,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,BRHO2,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,shrubs,CETH,4,200
SMA-11-01,TOKA,TOKA-064,2018-05-30,trees,CETH,1,5
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,CIBR2,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,DAGL,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,DAPU3,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,DRAR3,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,ESCA2,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,HEMA80,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,HOLA,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,LOHI2,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,PHMA2,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,trees,PSME,8,30
SMA-11-01,TOKA,TOKA-064,2018-05-30,trees,QUAG,5,15
SMA-11-01,TOKA,TOKA-064,2018-05-30,shrubs,RIBES,1,75
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,RUCR,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,shrubs,RUUR,20,75
SMA-11-01,TOKA,TOKA-064,2018-05-30,trees,SARA2,3,3
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,SCCA2,,
SMA-11-01,TOKA,TOKA-064,2018-05-30,shrubs,TODI,60,70
SMA-11-01,TOKA,TOKA-064,2018-05-30,grassesAndForbs,TRBO2,,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,ACMI2,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,shrubs,BAPI,35,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,BETR,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,CAPY2,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,CEME2,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,CHPO3,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,CIVU,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,CLDO2,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,shrubs,DIAU,1,
SMA-11-01,TOKA,TOKA-067,2016-06-15,shrubs,FRCA12,1,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,GALIU,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,LASE,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,LUPIN,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,MASA,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,PHAQ,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,trees,PSME,1,
SMA-11-01,TOKA,TOKA-067,2016-06-15,shrubs,RUUR,15,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,SIBE,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,TOAR,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,shrubs,TODI,20,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,TRAN6,0,
SMA-11-01,TOKA,TOKA-067,2016-06-15,grassesAndForbs,VITE,0,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,ANAR,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,APAN,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,ARDO3,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,shrubs,BAPI,30,100
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,BRCA5,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,BRDI3,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,BRHO2,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,CAPY2,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,CHPO3,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,CLDO2,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,DAGL,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,DAPU3,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,shrubs,DIAUA,1,80
SMA-11-01,TOKA,TOKA-067,2018-05-21,shrubs,FRCA12,1,50
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,LUFO2,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,MAFA3,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,NAPU4,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,PHAQ,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,PSEUD43,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,trees,PSME,5,5
SMA-11-01,TOKA,TOKA-067,2018-05-21,shrubs,RUUR,7,50
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,SACR2,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,SIBE,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,SOAS,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,SYCH4,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,shrubs,TODI,10,75
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,TRAN6,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,TRDU2,,
SMA-11-01,TOKA,TOKA-067,2018-05-21,grassesAndForbs,VITE,,
SMA-11-01,TOKA,TOKA-067,2021-04-28,grassesAndForbs,ANAR,,
SMA-11-01,TOKA,TOKA-067,2021-04-28,grassesAndForbs,APAN,,
SMA-11-01,TOKA,TOKA-067,2021-04-28,shrubs,BAPI,40,150
SMA-11-01,TOKA,TOKA-067,2021-04-28,grassesAndForbs,CENTA,,
SMA-11-01,TOKA,TOKA-067,2021-04-28,shrubs,FRCA12,,
SMA-11-01,TOKA,TOKA-067,2021-04-28,shrubs,LUAR,1,
SMA-11-01,TOKA,TOKA-067,2021-04-28,grassesAndForbs,MELU,,
SMA-11-01,TOKA,TOKA-067,2021-04-28,grassesAndForbs,PHAQ,,
SMA-11-01,TOKA,TOKA-067,2021-04-28,trees,PSME,2,5
SMA-11-01,TOKA,TOKA-067,2021-04-28,grassesAndForbs,SACR2,,
SMA-11-01,TOKA,TOKA-067,2021-04-28,grassesAndForbs,SIBE,,
SMA-11-01,TOKA,TOKA-067,2021-04-28,grassesAndForbs,SIMA3,,
SMA-11-01,TOKA,TOKA-067,2021-04-28,shrubs,TODI,7,150
SMA-11-01,TOKA,TOKA-067,2021-04-28,grassesAndForbs,TRAN6,,
SMA-11-01,TOKA,TOKA-067,2024-05-31,grassesAndForbs,ANAR,,
SMA-11-01,TOKA,TOKA-067,2024-05-31,shrubs,ARCA11,1,75
SMA-11-01,TOKA,TOKA-067,2024-05-31,shrubs,BAPI,35,200
SMA-11-01,TOKA,TOKA-067,2024-05-31,grassesAndForbs,BETR,,
SMA-11-01,TOKA,TOKA-067,2024-05-31,grassesAndForbs,JUOC2,,
SMA-11-01,TOKA,TOKA-067,2024-05-31,grassesAndForbs,MAFA3,,
SMA-11-01,TOKA,TOKA-067,2024-05-31,grassesAndForbs,PSCA13,,
SMA-11-01,TOKA,TOKA-067,2024-05-31,trees,PSME,2,6
SMA-11-01,TOKA,TOKA-067,2024-05-31,grassesAndForbs,SACR2,,
SMA-11-01,TOKA,TOKA-067,2024-05-31,grassesAndForbs,SIBE,,
SMA-11-01,TOKA,TOKA-067,2024-05-31,grassesAndForbs,SOAS,,
SMA-11-01,TOKA,TOKA-067,2024-05-31,shrubs,TODI,5,150
SMA-11-01,TOKA,TOKA-067,2024-05-31,grassesAndForbs,TONO,,
SMA-11-01,TOKA,TOKA-067,2024-05-31,grassesAndForbs,VISA,,
SMA-11-01,TOKA,TOKA-067,2024-05-31,grassesAndForbs,VITE,,
SMA-11-01,TOKA,TOKA-068,2016-05-24,grassesAndForbs,RUMEX,0,
SMA-11-01,TOKA,TOKA-068,2016-05-24,grassesAndForbs,ANAR,0,
SMA-11-01,TOKA,TOKA-068,2016-05-24,shrubs,BAPI,2,
SMA-11-01,TOKA,TOKA-068,2016-05-24,grassesAndForbs,BETR,0,
SMA-11-01,TOKA,TOKA-068,2016-05-24,grassesAndForbs,BRMI2,0,
SMA-11-01,TOKA,TOKA-068,2016-05-24,grassesAndForbs,CAPY2,0,
SMA-11-01,TOKA,TOKA-068,2016-05-24,grassesAndForbs,COAR4,0,
SMA-11-01,TOKA,TOKA-068,2016-05-24,grassesAndForbs,EUPHO,0,
SMA-11-01,TOKA,TOKA-068,2016-05-24,grassesAndForbs,HOMA2,0,
SMA-11-01,TOKA,TOKA-068,2016-05-24,grassesAndForbs,HOMU,0,
