Point.Id,Year,vegtype,cover
TOKA-169,2021,Other,12
TOKA-169,2021,BareGround,36
TOKA-169,2024,AnnualGr,38
TOKA-169,2024,Forb,21
TOKA-169,2024,Legumes,2
TOKA-169,2024,PereGr,3
TOKA-169,2024,SedgesRushes,0
TOKA-169,2024,ShrubsTrees,17
TOKA-169,2024,Other,0
TOKA-169,2024,BareGround,41
TOKA-170,2016,AnnualGr,77
TOKA-170,2016,Forb,32
TOKA-170,2016,Legumes,17
TOKA-170,2016,PereGr,0
TOKA-170,2016,SedgesRushes,0
TOKA-170,2016,ShrubsTrees,0
TOKA-170,2016,Other,3
TOKA-170,2016,BareGround,18
TOKA-170,2018,AnnualGr,66
TOKA-170,2018,Forb,63
TOKA-170,2018,Legumes,11
TOKA-170,2018,PereGr,1
TOKA-170,2018,SedgesRushes,0
TOKA-170,2018,ShrubsTrees,9
TOKA-170,2018,Other,3
TOKA-170,2018,BareGround,15
TOKA-170,2022,AnnualGr,64
TOKA-170,2022,Forb,27
TOKA-170,2022,Legumes,27
TOKA-170,2022,PereGr,7.000000000000001
TOKA-170,2022,SedgesRushes,0
TOKA-170,2022,ShrubsTrees,17
TOKA-170,2022,Other,5
TOKA-170,2022,BareGround,19
TOKA-FNR,2022,AnnualGr,36
TOKA-FNR,2022,Forb,10
TOKA-FNR,2022,Legumes,25
TOKA-FNR,2022,PereGr,91
TOKA-FNR,2022,SedgesRushes,0
TOKA-FNR,2022,ShrubsTrees,0
TOKA-FNR,2022,Other,0
TOKA-FNR,2022,BareGround,1
XTOK-179,2022,AnnualGr,0
XTOK-179,2022,Forb,30
XTOK-179,2022,Legumes,0
XTOK-179,2022,PereGr,0
XTOK-179,2022,SedgesRushes,0
XTOK-179,2022,ShrubsTrees,36
XTOK-179,2022,Other,4
XTOK-179,2022,BareGround,41
XTOK-179,2023,AnnualGr,4
XTOK-179,2023,Forb,27
XTOK-179,2023,Legumes,0
XTOK-179,2023,PereGr,0
XTOK-179,2023,SedgesRushes,0
XTOK-179,2023,ShrubsTrees,45
XTOK-179,2023,Other,18
XTOK-179,2023,BareGround,33
XTOK-179,2024,AnnualGr,14.000000000000002
XTOK-179,2024,Forb,62
XTOK-179,2024,Legumes,0
XTOK-179,2024,PereGr,2
XTOK-179,2024,SedgesRushes,0
XTOK-179,2024,ShrubsTrees,53
XTOK-179,2024,Other,9
XTOK-179,2024,BareGround,14.000000000000002
XTOK-180,2022,AnnualGr,92
XTOK-180,2022,Forb,49
XTOK-180,2022,Legumes,8
XTOK-180,2022,PereGr,14.000000000000002
XTOK-180,2022,SedgesRushes,0
XTOK-180,2022,ShrubsTrees,41
XTOK-180,2022,Other,0
XTOK-180,2022,BareGround,1
XTOK-180,2023,AnnualGr,88
XTOK-180,2023,Forb,36
XTOK-180,2023,Legumes,1
XTOK-180,2023,PereGr,8
XTOK-180,2023,SedgesRushes,0
XTOK-180,2023,ShrubsTrees,42
XTOK-180,2023,Other,0
XTOK-180,2023,BareGround,1
XTOK-180,2024,AnnualGr,98
XTOK-180,2024,Forb,47
XTOK-180,2024,Legumes,2
XTOK-180,2024,PereGr,16
XTOK-180,2024,SedgesRushes,1
XTOK-180,2024,ShrubsTrees,71
XTOK-180,2024,Other,0
XTOK-180,2024,BareGround,1
XTOK-181,2022,AnnualGr,47
XTOK-181,2022,Forb,30
XTOK-181,2022,Legumes,3
XTOK-181,2022,PereGr,1
XTOK-181,2022,SedgesRushes,0
XTOK-181,2022,ShrubsTrees,45
XTOK-181,2022,Other,2
XTOK-181,2022,BareGround,14.000000000000002
XTOK-181,2023,AnnualGr,74
XTOK-181,2023,Forb,60
XTOK-181,2023,Legumes,0
XTOK-181,2023,PereGr,0
XTOK-181,2023,SedgesRushes,0
XTOK-181,2023,ShrubsTrees,56.99999999999999
XTOK-181,2023,Other,0
XTOK-181,2023,BareGround,3
XTOK-181,2024,AnnualGr,67
XTOK-181,2024,Forb,61
XTOK-181,2024,Legumes,5
XTOK-181,2024,PereGr,0
XTOK-181,2024,SedgesRushes,0
XTOK-181,2024,ShrubsTrees,56.99999999999999
XTOK-181,2024,Other,0
XTOK-181,2024,BareGround,3
XTOK-182,2022,AnnualGr,49
XTOK-182,2022,Forb,46
XTOK-182,2022,Legumes,17
XTOK-182,2022,PereGr,7.000000000000001
XTOK-182,2022,SedgesRushes,0
XTOK-182,2022,ShrubsTrees,28.000000000000004
XTOK-182,2022,Other,2
XTOK-182,2022,BareGround,11
XTOK-182,2023,AnnualGr,84
XTOK-182,2023,Forb,69
XTOK-182,2023,Legumes,11
XTOK-182,2023,PereGr,1
XTOK-182,2023,SedgesRushes,0
XTOK-182,2023,ShrubsTrees,43
XTOK-182,2023,Other,5
XTOK-182,2023,BareGround,2
XTOK-182,2024,AnnualGr,88
XTOK-182,2024,Forb,57.99999999999999
XTOK-182,2024,Legumes,19
XTOK-182,2024,PereGr,1
XTOK-182,2024,SedgesRushes,0
XTOK-182,2024,ShrubsTrees,41
XTOK-182,2024,Other,3
XTOK-182,2024,BareGround,1
XTOK-185,2023,AnnualGr,98
XTOK-185,2023,Forb,73
XTOK-185,2023,Legumes,23
XTOK-185,2023,PereGr,0
XTOK-185,2023,SedgesRushes,0
XTOK-185,2023,ShrubsTrees,3
XTOK-185,2023,Other,2
XTOK-185,2023,BareGround,0
XTOK-185,2024,AnnualGr,92
XTOK-185,2024,Forb,63
XTOK-185,2024,Legumes,14.000000000000002
XTOK-185,2024,PereGr,0
XTOK-185,2024,SedgesRushes,0
XTOK-185,2024,ShrubsTrees,5
XTOK-185,2024,Other,8
XTOK-185,2024,BareGround,1
XTOK-186,2023,AnnualGr,86
XTOK-186,2023,Forb,62
XTOK-186,2023,Legumes,31
XTOK-186,2023,PereGr,16
XTOK-186,2023,SedgesRushes,0
XTOK-186,2023,ShrubsTrees,26
XTOK-186,2023,Other,0
XTOK-186,2023,BareGround,0
XTOK-186,2024,AnnualGr,91
XTOK-186,2024,Forb,63
XTOK-186,2024,Legumes,41
XTOK-186,2024,PereGr,8
XTOK-186,2024,SedgesRushes,0
XTOK-186,2024,ShrubsTrees,32
XTOK-186,2024,Other,0
XTOK-186,2024,BareGround,0
XTOK-187,2023,AnnualGr,84
XTOK-187,2023,Forb,73
XTOK-187,2023,Legumes,7.000000000000001
XTOK-187,2023,PereGr,22
XTOK-187,2023,SedgesRushes,0
XTOK-187,2023,ShrubsTrees,7.000000000000001
XTOK-187,2023,Other,0
XTOK-187,2023,BareGround,0
XTOK-187,2024,AnnualGr,92
XTOK-187,2024,Forb,77
XTOK-187,2024,Legumes,13
XTOK-187,2024,PereGr,17
XTOK-187,2024,SedgesRushes,0
XTOK-187,2024,ShrubsTrees,12
XTOK-187,2024,Other,1
XTOK-187,2024,BareGround,1
XTOK-188,2022,AnnualGr,35
XTOK-188,2022,Forb,34
XTOK-188,2022,Legumes,28.999999999999996
XTOK-188,2022,PereGr,52
XTOK-188,2022,SedgesRushes,0
XTOK-188,2022,ShrubsTrees,57.99999999999999
XTOK-188,2022,Other,0
XTOK-188,2022,BareGround,0
XTOK-188,2024,AnnualGr,47
XTOK-188,2024,Forb,34
XTOK-188,2024,Legumes,21
XTOK-188,2024,PereGr,47
XTOK-188,2024,SedgesRushes,0
XTOK-188,2024,ShrubsTrees,38
XTOK-188,2024,Other,1
XTOK-188,2024,BareGround,21
XTOK-189,2022,AnnualGr,86
XTOK-189,2022,Forb,67
XTOK-189,2022,Legumes,19
XTOK-189,2022,PereGr,18
XTOK-189,2022,SedgesRushes,0
XTOK-189,2022,ShrubsTrees,1
XTOK-189,2022,Other,0
XTOK-189,2022,BareGround,3
XTOK-189,2024,AnnualGr,100
XTOK-189,2024,Forb,78
XTOK-189,2024,Legumes,21
XTOK-189,2024,PereGr,16
XTOK-189,2024,SedgesRushes,0
XTOK-189,2024,ShrubsTrees,1
XTOK-189,2024,Other,0
XTOK-189,2024,BareGround,0
XTOK-190,2022,AnnualGr,43
XTOK-190,2022,Forb,25
XTOK-190,2022,Legumes,25
XTOK-190,2022,PereGr,31
XTOK-190,2022,SedgesRushes,7.000000000000001
XTOK-190,2022,ShrubsTrees,37
XTOK-190,2022,Other,1
XTOK-190,2022,BareGround,19
XTOK-190,2023,AnnualGr,28.000000000000004
XTOK-190,2023,Forb,8
XTOK-190,2023,Legumes,0
XTOK-190,2023,PereGr,11
XTOK-190,2023,SedgesRushes,7.000000000000001
XTOK-190,2023,ShrubsTrees,54
XTOK-190,2023,Other,0
XTOK-190,2023,BareGround,20
XTOK-190,2024,AnnualGr,83
XTOK-190,2024,Forb,25
XTOK-190,2024,Legumes,3
XTOK-190,2024,PereGr,57.99999999999999
XTOK-190,2024,SedgesRushes,9
XTOK-190,2024,ShrubsTrees,53
XTOK-190,2024,Other,0
XTOK-190,2024,BareGround,0
XTOK-191,2022,AnnualGr,23
XTOK-191,2022,Forb,28.000000000000004
XTOK-191,2022,Legumes,22
XTOK-191,2022,PereGr,77
XTOK-191,2022,SedgesRushes,2
XTOK-191,2022,ShrubsTrees,2
XTOK-191,2022,Other,0
XTOK-191,2022,BareGround,3
XTOK-191,2023,AnnualGr,15
XTOK-191,2023,Forb,11
XTOK-191,2023,Legumes,0
XTOK-191,2023,PereGr,41
XTOK-191,2023,SedgesRushes,3
XTOK-191,2023,ShrubsTrees,3
XTOK-191,2023,Other,0
XTOK-191,2023,BareGround,36
XTOK-191,2024,AnnualGr,66
XTOK-191,2024,Forb,25
XTOK-191,2024,Legumes,4
XTOK-191,2024,PereGr,76
XTOK-191,2024,SedgesRushes,5
XTOK-191,2024,ShrubsTrees,16
XTOK-191,2024,Other,2
XTOK-191,2024,BareGround,2
XTOK-192,2022,AnnualGr,98
XTOK-192,2022,Forb,17
XTOK-192,2022,Legumes,16
XTOK-192,2022,PereGr,2
XTOK-192,2022,SedgesRushes,0
XTOK-192,2022,ShrubsTrees,48
XTOK-192,2022,Other,1
XTOK-192,2022,BareGround,0
XTOK-193,2022,AnnualGr,28.000000000000004
XTOK-193,2022,Forb,30
XTOK-193,2022,Legumes,1
XTOK-193,2022,PereGr,1
XTOK-193,2022,SedgesRushes,0
XTOK-193,2022,ShrubsTrees,69
XTOK-193,2022,Other,2
XTOK-193,2022,BareGround,15
